,summary
44503,2
44506,1
44507,4
44508,1
44509,2
44510,4
44511,1
44512,1
44513,2
44514,1
44515,1
44516,1
44517,2
44518,1
44519,2
44520,3
44521,3
44522,2
44523,2
44524,2
44526,2
44527,2
44528,2
44529,3
44530,1
44531,2
44532,2
44533,1
44534,1
44536,4
44537,2
44538,1
44539,1
44540,1
44541,4
44542,3
44543,1
44544,1
44545,2
44546,2
44547,2
44548,2
44549,5
44550,3
44551,3
44552,1
44553,3
44554,2
44555,1
44556,1
44557,3
44558,5
44559,1
44560,5
44561,3
44562,1
44563,2
44564,2
44565,2
44566,2
44567,2
44568,1
44569,1
44570,2
44571,2
44573,3
44574,2
44575,2
44576,1
44577,2
44578,2
44579,1
44580,4
44581,2
44582,1
44584,1
44585,4
44586,1
44587,1
44588,1
44589,3
44590,1
44591,1
44592,1
44593,3
44594,2
44596,2
44597,3
44598,1
44599,1
44600,3
44601,2
44602,1
44603,2
44604,1
44605,1
44606,4
44607,1
44608,1
44609,2
44610,2
44611,1
44612,3
44614,3
44615,2
44616,5
44617,4
44618,2
44619,4
44620,2
44621,5
44622,5
44623,4
44624,3
44625,1
44626,2
44627,1
44628,1
44629,2
44630,1
44631,4
44632,4
44633,2
44634,4
44635,1
44636,2
44637,4
44638,3
44639,2
44641,3
44642,4
44643,1
44644,2
44645,4
44646,4
44647,4
44648,2
44649,2
44650,3
44651,1
44652,2
44653,3
44654,3
44655,2
44658,2
44660,2
44661,3
44662,3
44663,2
44664,2
44665,2
44666,2
44667,3
44668,1
44669,3
44670,1
44671,2
44672,1
44673,2
44674,4
44675,1
44676,1
44677,1
44679,2
44680,2
44681,2
44682,2
44683,2
44685,1
44687,1
44688,1
44689,3
44690,1
44691,1
44692,3
44693,2
44694,2
44695,2
44696,2
44697,1
44698,4
44700,2
44701,5
44702,2
44703,1
44704,1
44705,5
44706,1
44707,4
44708,2
44709,2
44710,1
44711,5
44712,2
44713,4
44714,1
44715,1
44716,2
44717,2
44718,1
44719,5
44720,2
44721,2
44722,2
44723,5
44724,1
44725,3
44726,2
44727,2
44728,3
44729,2
44730,2
44732,4
44733,4
44734,1
44735,1
44736,3
44737,2
44738,1
44739,4
44740,2
44741,1
44742,4
44743,5
44744,2
44745,2
44746,5
44747,1
44748,4
44749,1
44750,4
44751,3
44752,5
44753,1
44754,2
44755,1
44756,1
44757,2
44758,3
44759,4
44760,4
44762,1
44763,1
44764,1
44765,2
44766,3
44767,3
44768,2
44769,2
44770,1
44771,1
44772,1
44773,5
44774,2
44775,1
44776,3
44777,2
44778,3
44779,1
44780,2
44782,3
44783,2
44784,2
44785,3
44786,4
44787,1
44788,3
44789,3
44790,5
44791,1
44792,3
44793,2
44794,1
44795,1
44797,2
44799,2
44800,3
44801,1
44802,1
44803,1
44804,1
44805,5
44806,2
44807,2
44808,2
44809,1
44810,1
44811,1
44812,1
44813,3
44814,3
44815,2
44816,2
44817,2
44818,3
44819,2
44820,1
44821,4
44822,4
44823,2
44824,3
44825,2
44826,1
44827,1
44828,5
44829,3
44830,5
44831,3
44832,2
44833,1
44834,1
44835,4
44836,3
44837,1
44838,3
44839,1
44841,2
44842,5
44843,2
44844,2
44845,1
44846,4
44848,2
44849,3
44850,2
44851,2
44852,1
44853,1
44854,5
44855,2
44856,3
44857,3
44858,1
44859,1
44860,5
44861,2
44862,3
44863,2
44865,1
44866,3
44867,2
44868,3
44869,5
44870,2
44871,1
44872,1
44873,1
44874,1
44875,5
44876,2
44877,3
44878,4
44880,2
44881,5
44882,2
44884,1
44885,1
44886,2
44887,1
44888,3
44889,2
44890,1
44891,1
44892,2
44893,3
44894,3
44895,1
44896,3
44897,2
44898,2
44899,5
44900,3
44901,2
44902,1
44904,1
44905,3
44906,3
44907,1
44908,5
44909,1
44910,1
44911,3
44912,4
44913,2
44914,4
44916,4
44917,1
44918,1
44919,1
44920,2
44921,3
44922,1
44923,4
44924,2
44925,5
44926,2
44927,2
44929,4
44930,4
44931,2
44932,1
44933,2
44935,1
44936,2
44937,4
44938,3
44939,5
44940,2
44942,1
44943,2
44944,1
44945,1
44946,1
44947,2
44948,3
44949,2
44950,1
44951,3
44952,2
44953,3
44955,3
44956,2
44957,2
44958,1
44959,3
44960,2
44961,2
44963,2
44964,3
44965,3
44966,1
44967,2
44968,1
44969,2
44970,4
44971,1
44972,2
44973,3
44974,4
44975,3
44976,2
44977,4
44978,1
44979,1
44980,3
44981,1
44982,4
44983,4
44984,1
44985,1
44986,2
44987,2
44988,2
44989,1
44990,2
44991,2
44992,3
44993,5
44994,1
44995,2
44996,1
44997,4
44998,1
44999,1
45000,1
45001,2
45002,2
45003,2
45004,5
45005,1
45006,2
45007,1
45008,3
45009,1
45010,3
45011,2
45012,1
45013,4
45014,1
45015,1
45016,1
45017,2
45018,2
45019,1
45020,1
45021,2
45022,3
45023,2
45024,1
45025,3
45026,5
45027,3
45028,2
45029,1
45030,1
45031,1
45032,1
45033,1
45034,1
45035,2
45036,2
45037,2
45038,2
45039,3
45040,1
45041,5
45042,5
45043,2
45044,1
45045,1
45046,4
45047,3
45048,3
45049,1
45050,4
45051,3
45052,1
45053,1
45054,3
45055,2
45056,3
45057,1
45058,3
45059,1
45060,3
45061,2
45062,3
45063,2
45064,1
45065,2
45066,3
45068,1
45069,2
45070,1
45071,1
45072,1
45073,1
45074,1
45075,2
45076,1
45077,1
45078,3
45079,3
45080,4
45081,1
45083,1
45084,3
45085,5
45086,2
45087,5
45088,3
45089,2
45090,1
45091,1
45092,1
45093,2
45094,1
45095,5
45096,1
45097,2
45098,2
45099,1
45100,2
45101,4
45102,1
45103,1
45104,2
45105,1
45106,2
45107,3
45108,1
45109,2
45110,5
45111,1
45113,4
45114,3
45115,4
45117,1
45118,2
45119,1
45120,1
45121,1
45122,1
45123,1
45124,3
45125,1
45126,5
45127,1
45128,4
45129,2
45130,4
45131,1
45132,1
45133,2
45134,1
45135,3
45136,4
45137,1
45138,4
45139,4
45140,3
45141,1
45142,1
45143,1
45144,5
45145,1
45146,2
45147,1
45148,1
45149,1
45150,1
45151,2
45152,1
45154,4
45156,2
45157,3
45159,2
45160,2
45162,2
45163,3
45164,4
45165,1
45166,2
45167,4
45168,2
45169,4
45170,1
45171,1
45172,3
45173,1
45174,1
45175,3
45176,5
45178,2
45180,1
45181,3
45182,3
45183,2
45184,2
45185,3
45186,1
45187,5
45188,3
45189,2
45190,1
45191,3
45192,2
45193,1
45194,1
45195,2
45196,1
45197,1
45198,1
45199,3
45200,1
45201,1
45202,2
45204,1
45205,2
45206,3
45207,4
45208,3
45209,1
45210,1
45211,5
45212,1
45213,4
45214,5
45215,4
45216,3
45217,4
45218,2
45219,1
45220,1
45221,1
45222,1
45223,2
45224,3
45225,3
45226,3
45227,2
45228,2
45229,2
45230,4
45231,1
45232,2
45233,1
45234,3
45235,2
45236,1
45237,2
45238,5
45239,1
45240,1
45241,4
45242,2
45243,2
45244,1
45245,4
45246,1
45247,1
45248,3
45249,1
45250,2
45251,2
45252,5
45253,3
45254,2
45255,4
45256,5
45257,2
45258,1
45259,5
45260,2
45261,2
45262,2
45265,1
45266,1
45267,3
45268,3
45269,2
45270,2
45271,3
45273,3
45274,1
45275,1
45276,2
45277,2
45278,3
45279,2
45280,1
45281,1
45282,2
45283,2
45284,3
45285,1
45286,2
45287,1
45288,2
45289,2
45290,1
45291,1
45293,1
45294,2
45295,4
45296,3
45298,1
45299,5
45300,2
45301,4
45302,2
45303,3
45305,3
45306,1
45307,1
45308,1
45309,1
45310,5
45311,2
45312,3
45313,1
45314,1
45315,1
45316,3
45317,1
45319,2
45320,1
45321,1
45322,2
45323,2
45324,2
45325,3
45326,3
45327,2
45328,2
45329,1
45330,2
45331,4
45332,5
45333,2
45334,1
45335,3
45336,1
45337,2
45338,1
45339,2
45340,5
45341,1
45342,1
45343,1
45344,1
45345,1
45346,4
45347,1
45349,4
45350,1
45352,3
45353,2
45354,2
45355,2
45356,3
45357,3
45358,4
45359,5
45360,2
45361,4
45362,1
45363,2
45364,1
45365,1
45366,2
45367,1
45368,1
45369,1
45370,4
45371,1
45372,2
45373,2
45374,1
45375,3
45376,1
45377,1
45379,1
45380,3
45381,1
45382,3
45383,2
45384,5
45385,2
45386,5
45387,1
45388,3
45389,3
45390,4
45391,3
45392,3
45393,2
45394,3
45395,1
45397,1
45398,3
45399,2
45400,2
45401,2
45402,3
45403,4
45404,4
45405,2
45406,2
45407,1
45408,3
45409,2
45410,2
45411,3
45412,1
45413,3
45414,1
45416,5
45417,1
45418,4
45419,1
45420,2
45421,2
45422,1
45423,1
45424,1
45425,5
45426,3
45427,2
45428,2
45430,3
45431,2
45433,5
45434,1
45435,2
45437,1
45438,2
45439,5
45440,1
45441,2
45442,1
45443,1
45444,1
45445,1
45446,4
45447,4
45449,1
45450,5
45451,3
45452,1
45453,2
45454,1
45455,2
45456,2
45457,2
45458,3
45459,2
45460,3
45461,5
45462,1
45463,4
45465,2
45466,4
45467,5
45468,2
45469,3
45470,2
45471,2
45472,3
45474,5
45475,1
45476,1
45477,1
45478,1
45479,2
45480,2
45481,2
45482,1
45483,2
45484,4
45485,1
45486,2
45487,2
45488,1
45489,2
45490,4
45492,3
45493,3
45494,5
45495,1
45496,2
45497,2
45498,1
45499,4
45501,2
45502,3
45503,4
45504,2
45505,4
45506,2
45507,1
45508,4
45509,1
45510,1
45511,4
45512,3
45513,5
45515,1
45516,2
45517,1
45518,4
45519,5
45520,4
45521,1
45522,2
45523,5
45524,5
45525,1
45526,3
45527,1
45528,4
45529,1
45530,1
45531,3
45532,1
45534,3
45535,2
45536,2
45537,1
45538,3
45539,4
45540,1
45541,3
45542,4
45543,2
45544,1
45545,2
45546,2
45547,1
45548,1
45549,2
45550,2
45551,5
45552,1
45553,1
45554,4
45555,1
45556,3
45557,2
45558,1
45559,1
45560,3
45561,2
45562,5
45563,5
45564,1
45565,1
45566,3
45567,5
45568,1
45569,1
45570,5
45571,2
45572,1
45573,3
45574,3
45575,2
45576,4
45577,3
45578,5
45579,4
45580,2
45581,5
45582,1
45583,2
45584,4
45585,3
45586,1
45587,1
45588,5
45589,2
45590,3
45591,1
45592,2
45593,4
45594,3
45595,4
45596,2
45597,2
45598,1
45599,2
45600,2
45601,2
45602,2
45603,1
45604,2
45605,2
45607,2
45608,4
45609,2
45610,1
45611,3
45612,1
45613,2
45614,5
45615,2
45616,4
45617,5
45618,1
45619,5
45620,2
45621,3
45622,2
45623,3
45624,3
45625,2
45626,1
45627,4
45628,1
45629,2
45630,1
45631,3
45632,1
45633,2
45634,3
45635,2
45636,1
45637,4
45638,4
45639,4
45640,3
45642,2
45643,3
45644,3
45646,2
45647,1
45648,1
45649,5
45650,2
45651,1
45652,1
45653,2
45654,2
45655,2
45656,1
45657,1
45658,1
45659,3
45660,2
45661,1
45662,1
45663,1
45664,2
45665,1
45666,1
45667,1
45668,3
45669,2
45670,1
45671,1
45672,1
45673,2
45674,3
45675,3
45676,5
45677,1
45678,1
45679,4
45680,1
45681,2
45682,5
45683,2
45684,3
45685,2
45686,2
45687,2
45688,4
45689,4
45690,3
45691,1
45692,1
45693,4
45695,3
45696,2
45697,1
45698,2
45701,1
45702,2
45703,1
45704,3
45705,2
45706,1
45707,1
45708,1
45709,3
45710,4
45712,1
45714,1
45715,1
45716,2
45717,3
45718,2
45719,3
45720,4
45721,5
45722,1
45723,2
45724,2
45725,5
45726,1
45727,4
45728,2
45729,1
45730,2
45731,1
45732,5
45733,1
45734,2
45735,1
45736,2
45737,2
45738,2
45739,5
45740,2
45741,5
45742,1
45743,1
45744,1
45745,5
45746,2
45747,1
45748,2
45750,2
45751,2
45752,1
45753,3
45755,1
45756,5
45757,2
45758,2
45759,1
45760,3
45761,4
45762,1
45763,1
45764,2
45766,3
45767,2
45768,2
45769,1
45771,2
45772,2
45773,2
45774,1
45775,2
45776,1
45777,1
45778,2
45779,2
45780,1
45781,1
45782,2
45783,1
45784,1
45785,1
45786,3
45787,1
45788,4
45789,3
45790,5
45791,3
45792,1
45793,5
45794,1
45795,1
45796,4
45797,1
45798,1
45799,5
45800,1
45801,1
45802,5
45803,2
45804,5
45805,1
45806,1
45807,1
45808,1
45809,5
45810,1
45812,4
45813,1
45814,1
45815,4
45816,4
45817,4
45818,4
45819,2
45820,5
45821,1
45822,2
45823,2
45824,5
45825,2
45826,2
45827,2
45828,1
45829,1
45830,5
45831,1
45832,2
45833,2
45834,1
45835,1
45836,3
45837,1
45838,3
45839,1
45840,1
45841,1
45842,3
45843,4
45844,2
45845,2
45846,2
45847,4
45848,1
45849,1
45850,2
45851,4
45852,1
45853,4
45854,1
45855,1
45856,3
45857,1
45858,2
45859,5
45860,2
45861,1
45862,1
45863,1
45864,3
45865,2
45866,1
45867,1
45868,4
45869,2
45870,5
45871,4
45872,1
45873,3
45874,1
45875,2
45876,1
45877,2
45878,1
45879,1
45880,2
45881,3
45882,4
45883,2
45884,4
45885,2
45886,5
45888,4
45889,1
45890,4
45891,2
45892,2
45893,1
45894,1
45895,5
45896,4
45897,2
45898,2
45899,3
45900,5
45901,1
45902,3
45903,2
45904,5
45905,3
45906,1
45907,2
45908,2
45909,2
45910,2
45911,2
45912,1
45913,1
45914,3
45915,3
45916,2
45917,2
45918,3
45919,1
45920,1
45921,2
45922,3
45923,4
45924,4
45925,4
45926,5
45927,5
45928,2
45929,1
45930,1
45931,1
45932,2
45933,2
45934,3
45935,1
45936,1
45937,1
45938,4
45939,1
45940,2
45941,2
45942,2
45943,5
45944,2
45945,1
45946,3
45947,2
45948,2
45949,4
45951,1
45952,1
45953,4
45954,2
45955,1
45956,4
45957,1
45958,1
45959,4
45960,2
45961,1
45962,2
45963,1
45964,1
45965,2
45966,4
45967,2
45968,4
45969,1
45970,2
45971,1
45972,3
45973,3
45974,2
45975,4
45976,3
45977,2
45978,2
45979,1
45980,3
45981,1
45982,2
45983,2
45984,1
45985,2
45986,2
45987,2
45988,2
45989,2
45990,1
45991,3
45992,2
45993,2
45994,2
45995,1
45996,1
45997,1
45998,2
45999,5
46000,2
46001,3
46002,1
46003,3
46004,2
46005,1
46006,1
46008,2
46009,2
46010,2
46012,2
46013,2
46014,1
46015,1
46016,3
46017,2
46018,1
46019,3
46020,2
46021,2
46023,2
46024,1
46025,1
46026,2
46027,3
46028,2
46029,3
46030,1
46031,2
46032,2
46033,5
46034,1
46035,3
46036,2
46037,2
46038,1
46039,1
46040,1
46041,2
46042,1
46043,5
46044,3
46045,2
46047,4
46048,5
46049,2
46051,3
46052,3
46053,4
46054,1
46055,1
46056,1
46057,2
46058,2
46059,1
46060,3
46061,2
46062,2
46063,2
46064,3
46065,1
46066,1
46067,4
46068,2
46069,1
46070,2
46071,3
46072,1
46073,2
46075,1
46076,2
46077,1
46078,4
46079,1
46081,5
46082,2
46083,3
46084,3
46085,2
46086,1
46087,2
46088,1
46089,1
46090,1
46091,1
46092,4
46093,3
46094,1
46096,2
46097,1
46098,3
46099,5
46100,1
46101,4
46102,2
46104,2
46105,1
46106,2
46107,2
46108,1
46109,1
46110,2
46111,1
46112,3
46113,3
46114,3
46115,5
46116,2
46117,2
46118,5
46119,1
46120,2
46121,5
46122,1
46123,1
46124,2
46125,2
46126,3
46127,5
46128,2
46129,1
46130,3
46131,4
46132,3
46133,1
46134,2
46135,2
46136,2
46137,2
46138,1
46139,1
46140,3
46141,5
46142,2
46143,1
46144,2
46146,2
46147,2
46148,1
46149,1
46150,1
46151,1
46152,1
46153,2
46154,4
46156,4
46157,2
46158,1
46159,5
46160,1
46161,2
46162,3
46163,1
46164,2
46165,5
46166,3
46167,3
46168,2
46169,3
46170,3
46171,1
46172,1
46173,3
46174,1
46175,2
46176,4
46177,2
46178,2
46179,1
46180,2
46181,1
46182,1
46183,1
46185,2
46186,1
46187,2
46188,3
46189,4
46190,1
46191,1
46192,2
46193,4
46194,2
46195,3
46196,4
46197,1
46198,4
46199,2
46200,3
46201,2
46202,1
46204,1
46205,4
46206,1
46207,2
46208,1
46209,5
46210,1
46211,1
46213,3
46214,3
46215,1
46216,2
46217,1
46218,4
46219,5
46220,2
46221,1
46222,2
46223,1
46224,5
46225,1
46226,3
46227,1
46228,1
46229,4
46230,5
46232,1
46233,1
46234,2
46235,3
46236,1
46237,2
46238,1
46239,3
46240,5
46241,5
46242,2
46243,5
46244,1
46245,3
46246,1
46247,2
46248,1
46249,1
46250,2
46251,2
46252,1
46253,4
46254,2
46255,1
46256,3
46257,2
46258,3
46259,1
46260,5
46261,1
46262,5
46263,2
46264,2
46265,2
46266,1
46267,1
46269,1
46270,2
46272,2
46274,2
46275,4
46276,1
46277,2
46279,1
46280,1
46281,2
46282,3
46283,2
46285,2
46286,2
46287,2
46288,2
46289,2
46290,4
46291,3
46292,3
46293,5
46294,3
46295,1
46296,5
46297,4
46298,1
46299,3
46300,2
46301,1
46302,1
46303,3
46304,5
46305,2
46306,5
46308,2
46309,2
46310,5
46311,3
46312,1
46314,1
46316,5
46317,2
46318,3
46319,4
46320,1
46321,3
46322,4
46323,4
46325,5
46326,3
46327,1
46328,4
46329,1
46330,3
46331,1
46332,5
46333,5
46334,2
46335,1
46336,1
46337,1
46338,1
46339,1
46340,1
46341,4
46342,2
46343,2
46344,1
46345,1
46346,1
46347,2
46348,2
46349,3
46350,3
46351,5
46352,3
46353,1
46354,1
46355,1
46356,3
46357,2
46358,1
46359,5
46360,1
46361,1
46362,5
46363,1
46364,2
46365,4
46366,1
46367,1
46368,1
46369,2
46370,4
46371,1
46372,3
46373,2
46374,2
46375,5
46376,2
46377,3
46378,2
46379,3
46380,2
46381,3
46382,1
46383,2
46384,1
46385,2
46386,4
46387,1
46388,4
46390,2
46392,4
46393,1
46394,4
46395,1
46396,1
46397,1
46398,2
46399,3
46400,5
46401,1
46402,5
46403,3
46404,1
46405,1
46406,2
46407,2
46408,5
46409,2
46410,3
46411,1
46412,1
46413,2
46414,3
46416,3
46417,2
46418,3
46420,2
46421,3
46422,1
46423,3
46424,5
46425,2
46426,4
46427,4
46428,4
46429,1
46430,3
46431,4
46433,2
46434,2
46435,1
46436,5
46437,1
46438,1
46439,2
46441,3
46442,1
46443,4
46444,5
46445,1
46446,2
46447,2
46449,1
46450,1
46451,3
46452,4
46453,1
46454,1
46455,1
46456,1
46457,1
46458,1
46459,2
46460,1
46461,3
46462,4
46463,1
46464,1
46465,3
46466,1
46467,4
46468,2
46469,3
46470,1
46471,1
46472,1
46473,3
46474,3
46475,4
46476,2
46477,1
46478,2
46479,2
46480,3
46481,2
46482,1
46483,1
46484,2
46485,4
46486,1
46487,1
46488,2
46489,1
46490,1
46491,2
46492,1
46493,4
46494,1
46495,2
46496,3
46497,4
46498,2
46499,1
46500,4
46502,2
46504,3
46506,2
46507,4
46509,1
46510,3
46511,3
46512,2
46513,2
46514,3
46515,5
46516,1
46517,4
46518,2
46519,1
46520,1
46521,1
46522,1
46523,5
46524,1
46525,2
46526,1
46527,2
46528,3
46529,2
46530,1
46531,1
46532,5
46533,4
46534,3
46535,2
46536,1
46537,2
46538,4
46539,1
46540,1
46541,2
46542,2
46543,1
46545,2
46548,2
46550,4
46551,4
46552,2
46553,3
46554,2
46555,2
46556,4
46557,5
46558,1
46559,5
46560,2
46561,2
46562,4
46563,3
46564,3
46565,1
46566,2
46567,2
46568,1
46569,2
46570,2
46571,2
46572,1
46573,5
46574,2
46575,1
46576,1
46577,3
46578,3
46579,1
46580,1
46581,5
46582,2
46583,4
46584,1
46585,4
46587,1
46588,1
46589,3
46590,1
46591,2
46592,2
46593,1
46594,2
46595,1
46596,1
46597,5
46598,5
46599,1
46600,2
46601,2
46602,2
46603,3
46604,2
46605,2
46606,4
46607,1
46609,2
46610,1
46611,1
46612,1
46613,1
46614,1
46615,3
46617,1
46619,3
46620,1
46621,2
46622,3
46623,5
46624,3
46625,3
46626,2
46627,1
46628,5
46629,2
46630,4
46631,1
46632,1
46633,2
46634,1
46635,2
46636,2
46637,2
46638,1
46639,1
46640,3
46641,1
46642,3
46643,2
46644,1
46645,1
46646,4
46647,2
46648,1
46649,1
46650,1
46651,2
46652,4
46653,3
46654,1
46655,2
46656,1
46657,3
46658,1
46659,4
46660,5
46662,2
46663,2
46664,1
46665,1
46666,4
46667,2
46668,3
46669,1
46670,2
46671,1
46672,2
46673,2
46674,2
46675,3
46676,1
46677,1
46678,2
46679,2
46680,1
46681,1
46683,1
46684,4
46685,2
46686,2
46687,3
46688,5
46690,2
46691,3
46692,2
46693,3
46694,5
46695,2
46696,1
46697,1
46698,2
46699,1
46700,2
46701,2
46702,2
46703,4
46704,3
46705,2
46706,2
46707,3
46708,4
46709,1
46710,5
46711,2
46712,2
46713,1
46714,2
46715,4
46716,2
46717,1
46718,1
46719,4
46720,1
46721,2
46722,3
46723,2
46724,2
46725,2
46727,1
46728,1
46729,1
46730,2
46731,1
46732,1
46733,1
46734,2
46735,1
46736,2
46737,1
46738,2
46739,3
46740,4
46742,1
46743,3
46744,5
46745,1
46746,4
46747,3
46748,1
46749,2
46750,1
46751,1
46752,1
46753,2
46754,3
46755,1
46756,4
46757,3
46758,4
46759,4
46760,1
46761,3
46762,2
46763,1
46764,3
46765,2
46767,1
46768,2
46769,2
46771,2
46772,4
46773,1
46774,1
46775,1
46776,3
46777,2
46778,5
46779,3
46780,5
46781,1
46782,2
46783,1
46784,2
46785,2
46786,2
46787,1
46788,4
46789,2
46790,3
46791,3
46792,1
46793,2
46794,1
46795,2
46797,2
46798,1
46799,1
46800,2
46801,3
46802,1
46803,2
46804,1
46805,5
46806,2
46807,1
46808,1
46809,2
46810,1
46811,2
46812,1
46813,1
46814,1
46815,1
46816,2
46817,5
46819,1
46820,1
46821,1
46822,2
46823,2
46824,2
46825,1
46826,2
46827,1
46828,2
46829,2
46830,3
46832,2
46833,1
46834,1
46835,1
46836,1
46837,1
46838,1
46840,1
46841,1
46842,2
46843,1
46844,3
46845,1
46846,2
46847,2
46849,1
46850,3
46851,1
46853,4
46854,4
46855,1
46856,1
46857,1
46858,3
46859,2
46860,2
46861,3
46862,1
46863,2
46864,1
46865,3
46866,3
46868,2
46869,4
46871,1
46872,4
46873,4
46874,4
46875,3
46876,3
46877,2
46878,2
46879,4
46881,3
46882,1
46883,5
46884,1
46885,4
46886,2
46887,1
46888,3
46889,4
46890,1
46891,2
46892,1
46893,2
46894,1
46895,2
46896,3
46897,2
46898,1
46900,3
46901,1
46902,1
46903,1
46904,2
46906,4
46907,3
46908,1
46909,1
46910,4
46911,3
46912,4
46914,1
46915,3
46916,5
46917,5
46918,3
46919,1
46920,4
46921,2
46922,1
46923,1
46924,3
46925,3
46928,2
46929,1
46930,1
46932,2
46933,2
46934,5
46935,1
46936,1
46937,2
46938,2
46939,2
46940,2
46941,1
46942,3
46943,3
46944,2
46945,1
46946,2
46947,5
46948,1
46949,1
46950,3
46951,2
46952,1
46953,2
46954,1
46955,3
46956,1
46957,2
46958,2
46959,1
46960,2
46961,2
46962,5
46963,3
46965,1
46966,2
46967,2
46968,2
46969,3
46970,1
46971,1
46972,5
46973,2
46974,4
46975,1
46976,1
46977,4
46978,1
46979,1
46981,1
46982,2
46983,1
46984,1
46985,2
46986,1
46987,1
46988,1
46989,4
46990,3
46991,3
46992,3
46993,1
46994,5
46995,1
46996,2
46997,3
46999,3
47000,2
47001,2
47002,4
47003,3
47004,1
47005,4
47006,3
47007,1
47008,2
47010,2
47012,4
47013,2
47014,2
47015,2
47016,5
47017,2
47018,2
47019,3
47020,1
47021,3
47022,1
47023,3
47024,1
47025,2
47026,2
47027,1
47028,4
47029,1
47030,1
47031,5
47032,2
47033,3
47034,3
47035,1
47036,3
47037,1
47038,1
47039,5
47040,2
47041,1
47042,4
47043,1
47044,1
47045,2
47046,1
47047,4
47048,1
47049,2
47050,3
47051,2
47052,2
47053,1
47055,3
47056,4
47057,2
47058,1
47059,3
47060,1
47061,3
47062,3
47063,2
47064,5
47065,1
47066,5
47067,1
47068,2
47069,3
47070,4
47071,2
47072,3
47073,3
47074,3
47075,3
47076,1
47077,1
47078,3
47079,4
47080,2
47081,2
47082,1
47084,1
47085,3
47086,5
47088,3
47089,1
47090,1
47091,4
47092,3
47093,1
47094,2
47095,1
47096,5
47097,2
47098,1
47099,4
47100,3
47101,1
47102,3
47103,1
47104,1
47105,1
47106,2
47107,2
47108,1
47109,2
47110,1
47111,3
47112,1
47113,5
47114,1
47116,4
47117,4
47118,2
47119,1
47120,1
47121,2
47123,1
47124,1
47125,3
47126,2
47127,2
47128,2
47129,1
47130,2
47131,1
47132,3
47133,2
47134,2
47135,2
47136,3
47137,2
47138,1
47139,5
47140,3
47141,5
47142,2
47143,2
47144,2
47145,1
47146,2
47147,4
47148,2
47149,2
47151,3
47152,1
47153,4
47154,3
47155,3
47156,1
47157,2
47159,5
47160,1
47161,2
47162,2
47163,2
47164,3
47166,2
47167,2
47168,5
47169,1
47170,1
47171,4
47172,1
47173,3
47174,2
47175,3
47176,1
47177,3
47178,2
47179,1
47180,2
47181,2
47182,3
47183,1
47184,2
47185,3
47186,2
47187,3
47188,1
47189,1
47190,2
47191,3
47192,1
47193,1
47194,3
47195,5
47196,4
47197,1
47198,3
47199,2
47200,3
47201,4
47202,2
47203,1
47204,2
47205,2
47206,5
47207,1
47208,2
47209,3
47210,4
47211,3
47212,2
47213,2
47214,2
47215,4
47216,2
47217,2
47218,3
47219,2
47220,2
47221,3
47222,1
47223,1
47224,3
47225,2
47226,3
47227,4
47228,4
47229,1
47230,2
47231,1
47232,2
47233,2
47234,3
47236,5
47237,2
47238,1
47240,1
47241,1
47242,1
47245,3
47247,2
47248,2
47249,2
47250,4
47251,1
47252,1
47253,2
47254,5
47255,2
47256,1
47257,3
47258,2
47259,3
47260,1
47261,2
47262,1
47263,1
47264,1
47265,1
47266,2
47267,4
47268,1
47269,3
47270,3
47271,5
47272,1
47273,1
47274,3
47275,4
47276,5
47277,2
47278,3
47279,1
47280,1
47281,1
47282,2
47283,3
47284,2
47285,4
47286,2
47287,2
47288,1
47289,5
47290,1
47291,2
47292,2
47294,1
47295,2
47296,2
47297,2
47298,5
47299,1
47300,2
47301,2
47302,1
47303,3
47304,1
47305,1
47306,1
47307,3
47308,1
47309,1
47310,1
47311,3
47312,2
47314,5
47315,3
47316,1
47317,4
47318,5
47319,2
47320,1
47321,3
47322,1
47324,2
47325,4
47326,1
47327,2
47328,2
47329,2
47330,1
47331,1
47332,1
47333,5
47334,1
47335,2
47336,1
47337,2
47338,1
47339,2
47340,1
47341,3
47342,2
47343,1
47344,2
47345,4
47346,1
47348,5
47349,2
47350,2
47351,3
47352,3
47353,1
47354,3
47355,1
47356,2
47357,1
47358,1
47359,1
47360,1
47361,1
47362,1
47363,1
47364,1
47365,5
47366,1
47367,1
47368,2
47369,5
47370,2
47371,2
47372,2
47373,2
47374,3
47375,2
47376,3
47377,1
47378,2
47379,3
47380,1
47381,4
47382,4
47383,3
47384,3
47385,1
47386,1
47387,3
47388,1
47389,1
47390,1
47391,3
47392,2
47393,1
47394,1
47395,1
47396,2
47397,2
47398,2
47400,1
47401,2
47402,1
47403,4
47404,3
47406,1
47408,2
47409,1
47410,4
47411,1
47412,3
47413,1
47414,1
47415,2
47416,5
47417,2
47418,1
47419,1
47420,2
47421,4
47422,1
47423,4
47424,3
47425,3
47426,1
47427,1
47428,2
47429,1
47430,1
47432,2
47433,1
47434,5
47435,1
47436,2
47437,1
47438,1
47439,2
47440,3
47441,5
47442,3
47443,1
47444,4
47445,2
47446,1
47447,1
47448,2
47449,2
47450,5
47451,3
47452,4
47453,1
47454,3
47455,3
47456,1
47457,3
47458,1
47459,4
47460,1
47461,4
47462,4
47463,5
47464,4
47465,1
47466,2
47467,1
47468,2
47469,1
47470,3
47471,4
47472,1
47473,5
